149,64,67,2019-06-10 20:27:41.531447
135,8,140,2019-06-10 20:27:45.869527
45,128,25,2019-06-10 20:27:48.659754
113,120,28,2019-06-10 20:27:51.129093
92,31,46,2019-06-10 20:27:53.607222
124,143,116,2019-06-10 20:27:56.585912
78,77,57,2019-06-10 20:27:58.656013
158,8,93,2019-06-10 20:28:00.985467
167,115,49,2019-06-10 20:28:04.093842
97,41,57,2019-06-10 20:28:06.285365
109,99,0,2019-06-10 20:28:10.201800
23,68,154,2019-06-10 20:28:14.026349
32,54,9,2019-06-10 20:28:16.534896
32,71,69,2019-06-10 20:28:19.669521
10,59,32,2019-06-10 20:28:22.221675
44,67,62,2019-06-10 20:28:24.983501
22,5,121,2019-06-10 20:28:28.100521
68,123,27,2019-06-10 20:28:30.441639
137,163,157,2019-06-10 20:28:35.719936
145,40,131,2019-06-10 20:28:37.747223
62,18,45,2019-06-10 20:28:39.272686
21,88,155,2019-06-10 20:28:42.448011
57,90,96,2019-06-10 20:28:44.852035
50,155,164,2019-06-10 20:28:48.297395
163,91,164,2019-06-10 20:28:50.641726
122,34,24,2019-06-10 20:28:53.913220
76,3,137,2019-06-10 20:28:56.262827
102,133,85,2019-06-10 20:28:58.395406
62,85,127,2019-06-10 20:29:00.297280
16,89,114,2019-06-10 20:29:02.685657
153,148,162,2019-06-10 20:29:06.280847
98,62,82,2019-06-10 20:29:08.571451
167,155,136,2019-06-10 20:29:10.533653
162,129,105,2019-06-10 20:29:13.742400
79,14,51,2019-06-10 20:29:17.990778
113,134,94,2019-06-10 20:29:20.186195
99,40,37,2019-06-10 20:29:21.932127
66,166,113,2019-06-10 20:29:24.041211
138,167,40,2019-06-10 20:29:27.989700
143,36,12,2019-06-10 20:29:30.201521
21,106,70,2019-06-10 20:29:32.361218
26,59,58,2019-06-10 20:29:37.891941
99,67,70,2019-06-10 20:29:40.984860
98,100,166,2019-06-10 20:29:44.591750
117,51,150,2019-06-10 20:29:48.726439
60,120,159,2019-06-10 20:29:50.821148
67,49,115,2019-06-10 20:29:52.760124
16,124,165,2019-06-10 20:29:55.862076
136,109,116,2019-06-10 20:29:57.822594
29,19,108,2019-06-10 20:30:00.361579
60,2,98,2019-06-10 20:30:04.570643
54,11,136,2019-06-10 20:30:06.577171
118,123,43,2019-06-10 20:30:13.080046
164,5,50,2019-06-10 20:30:15.780998
96,21,11,2019-06-10 20:30:17.953085
34,156,37,2019-06-10 20:30:20.130986
55,120,150,2019-06-10 20:30:24.305578
140,166,144,2019-06-10 20:30:26.849645
159,48,93,2019-06-10 20:30:28.942016
91,168,165,2019-06-10 20:30:31.763634
28,148,89,2019-06-10 20:30:36.031350
10,123,95,2019-06-10 20:30:38.871454
57,6,4,2019-06-10 20:30:43.041204
64,43,148,2019-06-10 20:30:45.162331
73,9,3,2019-06-10 20:30:48.507848
107,60,141,2019-06-10 20:30:51.830252
37,134,143,2019-06-10 20:30:53.950128
62,79,36,2019-06-10 20:30:56.101970
140,101,130,2019-06-10 20:30:59.069162
93,26,59,2019-06-10 20:31:02.571433
20,79,49,2019-06-10 20:31:04.543096
99,136,20,2019-06-10 20:31:06.538863
14,140,58,2019-06-10 20:31:08.941700
47,20,36,2019-06-10 20:31:10.903976
107,55,33,2019-06-10 20:31:12.709604
108,131,56,2019-06-10 20:31:15.041900
68,76,72,2019-06-10 20:31:18.315397
47,166,131,2019-06-10 20:31:24.762375
55,15,164,2019-06-10 20:31:26.758040
4,58,90,2019-06-10 20:31:28.845333
26,162,125,2019-06-10 20:31:30.781945
24,134,79,2019-06-10 20:31:32.777617
14,37,89,2019-06-10 20:31:34.688234
89,6,121,2019-06-10 20:31:37.886123
163,122,49,2019-06-10 20:31:47.938314
115,118,68,2019-06-10 20:31:52.998366
43,145,144,2019-06-10 20:31:56.770675
7,87,126,2019-06-10 20:31:59.080148
104,16,128,2019-06-10 20:32:01.676586
34,113,87,2019-06-10 20:32:04.528161
78,16,110,2019-06-10 20:32:07.536632
74,81,29,2019-06-10 20:32:09.601309
99,132,58,2019-06-10 20:32:11.746090
160,107,46,2019-06-10 20:32:13.584763
100,31,149,2019-06-10 20:32:15.502885
124,149,3,2019-06-10 20:32:17.663043
67,80,118,2019-06-10 20:32:21.587832
93,106,51,2019-06-10 20:32:24.621495
59,113,132,2019-06-10 20:32:27.205716
103,125,107,2019-06-10 20:32:29.549392
17,100,129,2019-06-10 20:32:31.435840
100,89,64,2019-06-10 20:32:33.253068
7,56,2,2019-06-10 20:32:36.397059
17,123,119,2019-06-10 20:32:41.212357
95,49,163,2019-06-10 20:32:47.797547
42,89,156,2019-06-10 20:32:49.901695
133,69,98,2019-06-10 20:32:54.770930
5,37,48,2019-06-10 20:32:56.953553
137,18,116,2019-06-10 20:32:59.723062
131,51,101,2019-06-10 20:33:03.263847
149,165,121,2019-06-10 20:33:05.618996
55,20,157,2019-06-10 20:33:09.222597
47,36,40,2019-06-10 20:33:11.615274
9,132,148,2019-06-10 20:33:13.843473
43,16,87,2019-06-10 20:33:16.116667
72,102,120,2019-06-10 20:33:24.371297
73,48,110,2019-06-10 20:33:26.909713
19,30,111,2019-06-10 20:33:30.282540
153,89,16,2019-06-10 20:33:32.436854
75,7,64,2019-06-10 20:33:34.329356
145,39,35,2019-06-10 20:33:42.457846
131,122,63,2019-06-10 20:33:45.391682
167,123,93,2019-06-10 20:33:47.381474
17,69,149,2019-06-10 20:33:49.956873
27,91,80,2019-06-10 20:33:52.786642
30,107,105,2019-06-10 20:33:56.630866
14,153,101,2019-06-10 20:34:02.680501
43,79,69,2019-06-10 20:34:04.862177
67,153,161,2019-06-10 20:34:09.864991
11,104,69,2019-06-10 20:34:12.306253
33,27,138,2019-06-10 20:34:16.492703
127,156,36,2019-06-10 20:34:18.888712
79,70,113,2019-06-10 20:34:21.972404
20,19,167,2019-06-10 20:34:26.348215
103,71,114,2019-06-10 20:34:29.368862
127,100,8,2019-06-10 20:34:33.059586
77,140,8,2019-06-10 20:26:55.357574
21,132,57,2019-06-10 20:26:57.397980
120,149,131,2019-06-10 20:27:00.125499
14,98,24,2019-06-10 20:27:04.233596
57,85,125,2019-06-10 20:27:06.579024
139,125,43,2019-06-10 20:27:09.667546
129,122,157,2019-06-10 20:27:17.752380
151,156,147,2019-06-10 20:27:19.934495
57,134,159,2019-06-10 20:27:22.319183
54,151,0,2019-06-10 20:27:28.517685
160,56,63,2019-06-10 20:27:31.486742
63,33,105,2019-06-10 20:27:34.210657
69,38,76,2019-06-10 20:27:39.444228
140,28,125,2019-06-10 20:27:42.190405
18,82,37,2019-06-10 20:27:44.141577
58,143,63,2019-06-10 20:27:45.868092
31,13,33,2019-06-10 20:27:47.710009
12,120,23,2019-06-10 20:27:49.676580
18,38,124,2019-06-10 20:27:51.504335
3,81,62,2019-06-10 20:27:53.681453
120,116,157,2019-06-10 20:27:56.170675
85,39,94,2019-06-10 20:27:58.204205
130,69,65,2019-06-10 20:28:02.834547
23,166,151,2019-06-10 20:28:06.645183
56,103,41,2019-06-10 20:28:09.047038
96,35,108,2019-06-10 20:28:10.812344
145,136,73,2019-06-10 20:28:16.665178
